year,state,county,temp_gs,pcpn_gs,TMAX_AVG_GS,PREC_GS,temp_diff,pcpn_diff,abs_temp_diff,abs_pcpn_diff
1986,19,141,23.84259259259259,658.3679999999999,23.878142076502726,658.5499999999998,-0.03554948391013468,-0.18199999999990268,0.03554948391013468,0.18199999999990268
1987,19,141,25.75,538.988,25.775628415300545,538.8299999999999,-0.02562841530054527,0.15800000000012915,0.02562841530054527,0.15800000000012915
1988,19,141,26.222222222222214,545.084,26.260655737704912,545.2,-0.0384335154826978,-0.11600000000009913,0.0384335154826978,0.11600000000009913
1989,19,141,24.65740740740741,393.954,24.695081967213117,393.87,-0.03767455980570844,0.08400000000000318,0.03767455980570844,0.08400000000000318
1990,19,141,24.12962962962963,537.972,24.148415300546446,538.0600000000001,-0.0187856709168166,-0.08800000000007913,0.0187856709168166,0.08800000000007913
1991,19,141,24.27777777777777,572.516,24.318032786885244,572.61,-0.04025500910747226,-0.09400000000005093,0.04025500910747226,0.09400000000005093
1992,19,141,21.814814814814813,610.362,21.84404371584699,610.02,-0.02922890103217668,0.34199999999998454,0.02922890103217668,0.34199999999998454
1993,19,141,21.29629629629629,807.466,21.342131147540982,807.31,-0.04583485124469178,0.15600000000006276,0.04583485124469178,0.15600000000006276
1994,19,141,23.82407407407408,595.884,23.840546448087437,595.46,-0.016472374013357438,0.42399999999997817,0.016472374013357438,0.42399999999997817
1995,19,141,22.51851851851852,663.956,22.570273224043717,663.9499999999999,-0.05175470552519812,0.0060000000000854925,0.05175470552519812,0.0060000000000854925
1996,19,141,21.85185185185185,502.92,21.88142076502732,502.84,-0.02956891317546706,0.08000000000004093,0.02956891317546706,0.08000000000004093
1997,19,141,22.87962962962963,495.808,22.88814207650273,495.42,-0.008512446873101709,0.3879999999999768,0.008512446873101709,0.3879999999999768
1998,19,141,24.38888888888889,453.136,24.423989071038253,453.44,-0.035100182149363945,-0.3039999999999736,0.035100182149363945,0.3039999999999736
1999,19,141,23.32407407407408,513.842,23.369453551912567,514.28,-0.0453794778384875,-0.4379999999999882,0.0453794778384875,0.4379999999999882
2000,19,141,24.12962962962963,415.544,24.1720218579235,415.81,-0.04239222829387046,-0.26600000000001955,0.04239222829387046,0.26600000000001955
2001,19,141,23.731481481481485,579.12,23.752131147540982,579.1699999999998,-0.020649666059497918,-0.04999999999984084,0.020649666059497918,0.04999999999984084
2002,19,141,24.314814814814813,483.87,24.338360655737706,483.82,-0.02354584092289258,0.05000000000001137,0.02354584092289258,0.05000000000001137
2003,19,141,23.35185185185185,512.5719999999999,23.38125683060109,512.61,-0.029404978749237642,-0.0380000000001246,0.029404978749237642,0.0380000000001246
2004,19,141,23.185185185185187,677.164,23.196939890710382,677.08,-0.011754705525195419,0.08399999999994634,0.011754705525195419,0.08399999999994634
2005,19,141,24.76851851851852,603.5039999999999,24.78486338797814,603.74,-0.016344869459622657,-0.23600000000010368,0.016344869459622657,0.23600000000010368
2006,19,141,24.277777777777786,552.704,24.332896174863382,552.52,-0.05511839708559663,0.18399999999996908,0.05511839708559663,0.18399999999996908
2007,19,141,24.666666666666668,537.718,24.70846994535519,538.08,-0.04180327868852274,-0.36200000000008004,0.04180327868852274,0.36200000000008004
2008,19,141,22.990740740740744,529.59,23.024972677595628,529.62,-0.03423193685488357,-0.029999999999972715,0.03423193685488357,0.029999999999972715
2009,19,141,22.657407407407405,391.414,22.697704918032787,391.21,-0.04029751062538267,0.20400000000000773,0.04029751062538267,0.20400000000000773
2010,19,141,24.48148148148148,839.4699999999999,24.525628415300545,839.52,-0.044146933819064316,-0.05000000000006821,0.044146933819064316,0.05000000000006821
2011,19,141,23.444444444444443,528.828,23.49606557377049,529.1,-0.051621129326047566,-0.2720000000000482,0.051621129326047566,0.2720000000000482
2012,19,141,26.287037037037035,417.068,26.318142076502728,417.38,-0.031105039465693096,-0.3120000000000118,0.031105039465693096,0.3120000000000118
2013,19,141,22.87037037037037,588.01,22.917595628415302,587.97,-0.04722525804493216,0.03999999999996362,0.04722525804493216,0.03999999999996362
2014,19,141,22.777777777777786,641.858,22.81579234972678,642.18,-0.03801457194899527,-0.32200000000000273,0.03801457194899527,0.32200000000000273
2015,19,141,23.944444444444446,570.7379999999999,23.95540983606558,571.01,-0.010965391621134302,-0.2720000000000482,0.010965391621134302,0.2720000000000482
2016,19,141,24.175925925925924,726.4399999999999,24.198306010928967,726.6100000000001,-0.022380085003042893,-0.17000000000018645,0.022380085003042893,0.17000000000018645
2017,19,141,23.944444444444443,537.718,23.92010928961749,536.8399999999999,0.024335154826953698,0.8780000000000427,0.024335154826953698,0.8780000000000427
2018,19,141,23.120370370370367,936.4979999999998,23.193387978142077,936.52,-0.0730176077717104,-0.02200000000016189,0.0730176077717104,0.02200000000016189
2019,19,141,23.03703703703704,657.606,22.9648087431694,657.5999999999999,0.07222829386764218,0.0060000000000854925,0.07222829386764218,0.0060000000000854925
2020,19,141,24.240740740740744,343.916,24.246775956284157,344.36,-0.0060352155434131305,-0.4440000000000168,0.0060352155434131305,0.4440000000000168
2021,19,141,24.71296296296296,501.396,24.690218579234976,499.3200000000001,0.022744383727982154,2.075999999999908,0.022744383727982154,2.075999999999908
2022,19,141,24.28703703703704,372.3639999999999,24.18584699453552,372.0100000000001,0.1011900425015213,0.35399999999981446,0.1011900425015213,0.35399999999981446
2023,19,141,24.879629629629637,462.5340000000001,24.94792349726777,452.07,-0.06829386763813261,10.464000000000112,0.06829386763813261,10.464000000000112
2024,19,141,24.435185185185187,772.6679999999999,24.441092896174865,773.25,-0.00590771098967835,-0.5820000000001073,0.00590771098967835,0.5820000000001073
2025,19,141,24.564814814814813,607.314,24.48595628415301,567.7099999999999,0.0788585306618046,39.60400000000004,0.0788585306618046,39.60400000000004
1951,19,143,20.796296296296298,743.2040000000001,20.852131147540984,743.1199999999999,-0.055834851244686234,0.08400000000017371,0.055834851244686234,0.08400000000017371
1952,19,143,24.05555555555556,442.468,24.06918032786885,442.57,-0.013624772313288958,-0.10199999999997544,0.013624772313288958,0.10199999999997544
1953,19,143,23.203703703703702,647.7,23.244153005464472,647.5400000000001,-0.040449301760769885,0.15999999999996817,0.040449301760769885,0.15999999999996817
1954,19,143,23.611111111111114,605.0279999999999,23.641202185792352,604.9699999999999,-0.03009107468123773,0.057999999999992724,0.03009107468123773,0.057999999999992724
1955,19,143,26.58333333333333,344.678,26.62792349726776,344.83000000000004,-0.04459016393442994,-0.15200000000004366,0.04459016393442994,0.15200000000004366
1956,19,143,24.40740740740741,436.372,24.4455737704918,436.2699999999999,-0.03816636308439314,0.10200000000008913,0.03816636308439314,0.10200000000008913
1957,19,143,23.18518518518518,609.8539999999999,23.23371584699453,609.58,-0.04853066180935173,0.2739999999998872,0.04853066180935173,0.2739999999998872
1958,19,143,24.490740740740744,332.73999999999995,24.534316939890704,332.69,-0.04357619914996036,0.049999999999954525,0.04357619914996036,0.049999999999954525
1959,19,143,24.80555555555556,545.084,24.855737704918035,545.21,-0.05018214936247389,-0.12600000000009004,0.05018214936247389,0.12600000000009004
1960,19,143,23.564814814814813,684.022,23.614207650273222,683.8800000000001,-0.04939283545840922,0.14199999999993906,0.04939283545840922,0.14199999999993906
1961,19,143,22.62037037037037,445.262,22.66939890710383,445.37,-0.049028536733459305,-0.10800000000000409,0.049028536733459305,0.10800000000000409
1962,19,143,23.12037037037037,553.212,23.15989071038251,553.0200000000001,-0.03952034001213889,0.1919999999998936,0.03952034001213889,0.1919999999998936
1963,19,143,24.71296296296296,465.836,24.733224043715843,465.91,-0.020261080752884908,-0.07400000000001228,0.020261080752884908,0.07400000000001228
1964,19,143,24.23148148148148,696.2139999999999,24.27409836065573,696.4100000000001,-0.0426168791742505,-0.19600000000014006,0.0426168791742505,0.19600000000014006
1965,19,143,22.685185185185187,676.148,22.72786885245901,676.1899999999999,-0.042683667273824,-0.041999999999916326,0.042683667273824,0.041999999999916326
1966,19,143,23.14814814814815,417.576,23.200273224043716,417.86,-0.05212507589556736,-0.2839999999999918,0.05212507589556736,0.2839999999999918
1967,19,143,23.166666666666668,424.68799999999993,23.194863387978145,424.8,-0.028196721311477546,-0.11200000000008004,0.028196721311477546,0.11200000000008004
1968,19,143,23.759259259259256,583.692,23.78726775956284,583.78,-0.028008500303585038,-0.08799999999996544,0.028008500303585038,0.08799999999996544
1969,19,143,23.51851851851852,496.062,23.56967213114754,495.9,-0.051153612629022405,0.16200000000003456,0.051153612629022405,0.16200000000003456
1970,19,143,24.62962962962963,457.708,24.67885245901639,457.57,-0.04922282938676048,0.13800000000003365,0.04922282938676048,0.13800000000003365
1971,19,143,24.21296296296296,401.828,24.230273224043717,402.01,-0.01731026108075895,-0.18200000000001637,0.01731026108075895,0.18200000000001637
1972,19,143,22.76851851851852,538.48,22.813606557377057,538.61,-0.045088038858537516,-0.12999999999999545,0.045088038858537516,0.12999999999999545
1973,19,143,23.48148148148148,503.682,23.523879781420764,503.89,-0.04239829993928268,-0.20799999999997,0.04239829993928268,0.20799999999997
1974,19,143,23.76851851851852,458.978,23.807049180327876,459.29,-0.03853066180935727,-0.3120000000000118,0.03853066180935727,0.3120000000000118
1975,19,143,22.740740740740737,623.062,22.822295081967216,622.97,-0.08155434122647875,0.09199999999998454,0.08155434122647875,0.09199999999998454
1976,19,143,25.56481481481481,299.72,25.59863387978142,299.95,-0.03381906496661102,-0.22999999999996135,0.03381906496661102,0.22999999999996135
1977,19,143,25.166666666666668,574.04,25.200710382513662,574.1100000000001,-0.034043715846994616,-0.07000000000016371,0.034043715846994616,0.07000000000016371
1978,19,143,23.76851851851852,559.308,23.817868852459014,559.49,-0.04935033394049526,-0.18200000000001637,0.04935033394049526,0.18200000000001637
1979,19,143,22.71296296296296,723.646,22.74262295081967,723.5999999999999,-0.029659987856710757,0.04600000000004911,0.029659987856710757,0.04600000000004911
1980,19,143,25.07407407407408,467.868,25.116502732240438,468.19,-0.04242865816635799,-0.32200000000000273,0.04242865816635799,0.32200000000000273
1981,19,143,24.29629629629629,445.516,24.31475409836066,445.83,-0.018457802064368423,-0.31399999999996453,0.018457802064368423,0.31399999999996453
1982,19,143,22.60185185185185,575.31,22.661366120218585,575.31,-0.05951426836673335,0.0,0.05951426836673335,0.0
1983,19,143,23.36111111111111,537.718,23.42464480874317,537.65,-0.06353369763206018,0.06799999999998363,0.06353369763206018,0.06799999999998363
1984,19,143,22.79629629629629,590.2959999999999,22.83978142076503,590.48,-0.04348512446873798,-0.18400000000008276,0.04348512446873798,0.18400000000008276
1985,19,143,23.37037037037037,646.938,23.4079781420765,647.01,-0.03760777170613139,-0.07200000000000273,0.03760777170613139,0.07200000000000273
1986,19,143,23.29629629629629,683.514,23.32,683.2,-0.023703703703709778,0.31399999999996453,0.023703703703709778,0.31399999999996453
1987,19,143,25.37962962962963,534.67,25.4092349726776,534.6500000000001,-0.029605343047968802,0.019999999999868123,0.029605343047968802,0.019999999999868123
1988,19,143,25.73148148148148,478.028,25.776939890710384,477.72,-0.04545840922890321,0.3079999999999927,0.04545840922890321,0.3079999999999927
1989,19,143,24.009259259259263,418.846,24.055846994535514,418.88,-0.04658773527625115,-0.033999999999991815,0.04658773527625115,0.033999999999991815
1990,19,143,23.601851851851848,521.462,23.60377049180328,521.0799999999999,-0.0019186399514339314,0.38200000000006185,0.0019186399514339314,0.38200000000006185
1991,19,143,23.759259259259263,552.958,23.781857923497267,552.8699999999999,-0.022598664238003607,0.08800000000007913,0.022598664238003607,0.08800000000007913
1992,19,143,21.231481481481485,621.284,21.25639344262295,621.0299999999999,-0.02491196114146632,0.2540000000001328,0.02491196114146632,0.2540000000001328
1993,19,143,20.74074074074074,937.514,20.789508196721314,937.4600000000002,-0.04876745598057397,0.05399999999985994,0.04876745598057397,0.05399999999985994
1994,19,143,23.37037037037037,597.9159999999999,23.4,597.82,-0.02962962962962834,0.09599999999988995,0.02962962962962834,0.09599999999988995
1995,19,143,22.13888888888889,661.924,22.182677595628416,661.89,-0.04378870673952662,0.033999999999991815,0.04378870673952662,0.033999999999991815
1996,19,143,21.58333333333333,440.436,21.611202185792354,440.8,-0.027868852459025817,-0.36400000000003274,0.027868852459025817,0.36400000000003274
1997,19,143,22.78703703703704,413.258,22.805956284153005,413.34,-0.0189192471159636,-0.08199999999999363,0.0189192471159636,0.08199999999999363
1998,19,143,24.194444444444443,446.024,24.22754098360656,446.09,-0.0330965391621163,-0.06599999999997408,0.0330965391621163,0.06599999999997408
1999,19,143,23.29629629629629,502.4119999999999,23.345027322404373,502.41,-0.04873102610808289,0.001999999999895863,0.04873102610808289,0.001999999999895863
2000,19,143,23.78703703703704,423.16399999999993,23.82431693989071,423.1499999999999,-0.037279902853669,0.014000000000010004,0.037279902853669,0.014000000000010004
2001,19,143,23.453703703703702,582.6759999999999,23.493224043715845,582.85,-0.03952034001214244,-0.17400000000009186,0.03952034001214244,0.17400000000009186
2002,19,143,23.953703703703702,473.456,23.972021857923497,473.57,-0.01831815421979499,-0.1139999999999759,0.01831815421979499,0.1139999999999759
2003,19,143,23.240740740740737,473.202,23.28546448087432,473.36,-0.044723740133584045,-0.15800000000001546,0.044723740133584045,0.15800000000001546
2004,19,143,22.88888888888889,678.434,22.89989071038251,678.3800000000001,-0.011001821493621833,0.05399999999985994,0.011001821493621833,0.05399999999985994
2005,19,143,24.444444444444443,674.116,24.45202185792349,674.06,-0.007577413479047834,0.05600000000004002,0.007577413479047834,0.05600000000004002
2006,19,143,23.981481481481485,556.006,24.025628415300545,555.8400000000001,-0.04414693381906076,0.1659999999998263,0.04414693381906076,0.1659999999998263
2007,19,143,24.37962962962963,519.176,24.42792349726776,519.4,-0.048293867638129484,-0.2239999999999327,0.048293867638129484,0.2239999999999327
2008,19,143,22.777777777777786,527.05,22.82819672131147,527.0799999999999,-0.05041894353368548,-0.029999999999972715,0.05041894353368548,0.029999999999972715
2009,19,143,22.40740740740741,394.716,22.441748633879783,394.57,-0.034341226472374586,0.146000000000015,0.034341226472374586,0.146000000000015
2010,19,143,24.37962962962963,790.448,24.4092349726776,790.54,-0.029605343047968802,-0.09199999999998454,0.029605343047968802,0.09199999999998454
2011,19,143,23.07407407407408,549.656,23.124371584699453,549.54,-0.050297510625373576,0.11599999999998545,0.050297510625373576,0.11599999999998545
2012,19,143,25.87962962962963,430.276,25.92098360655737,430.5,-0.04135397692774134,-0.22399999999998954,0.04135397692774134,0.22399999999998954
2013,19,143,22.53703703703704,502.412,22.5792349726776,502.2199999999999,-0.042197935640558626,0.19200000000006412,0.042197935640558626,0.19200000000006412
2014,19,143,22.39814814814815,589.28,22.424207650273225,589.54,-0.026059502125075795,-0.2599999999999909,0.026059502125075795,0.2599999999999909
2015,19,143,23.58333333333333,541.782,23.60207650273224,541.92,-0.018743169398909743,-0.13799999999991996,0.018743169398909743,0.13799999999991996
2016,19,143,23.76851851851852,739.9019999999998,23.7920218579235,739.77,-0.02350333940498217,0.13199999999983447,0.02350333940498217,0.13199999999983447
2017,19,143,23.342592592592595,560.0699999999999,23.34754098360656,559.34,-0.004948391013964937,0.7299999999999045,0.004948391013964937,0.7299999999999045
2018,19,143,22.675925925925927,997.966,22.70535519125683,997.91,-0.029429265330904286,0.05600000000004002,0.029429265330904286,0.05600000000004002
2019,19,143,22.472222222222214,701.8019999999999,22.46868852459016,701.61,0.0035336976320543556,0.1919999999998936,0.0035336976320543556,0.1919999999998936
2020,19,143,23.740740740740744,339.09000000000003,23.765136612021852,338.73,-0.024395871281107873,0.36000000000001364,0.024395871281107873,0.36000000000001364
2021,19,143,24.203703703703702,480.822,24.216885245901643,490.01,-0.013181542197941098,-9.187999999999988,0.013181542197941098,9.187999999999988
2022,19,143,23.71296296296296,411.734,23.66661202185792,425.86,0.04635094110503957,-14.126000000000033,0.04635094110503957,14.126000000000033
2023,19,143,24.444444444444446,402.082,24.557377049180328,397.61,-0.11293260473588163,4.47199999999998,0.11293260473588163,4.47199999999998
2024,19,143,23.90740740740741,783.8439999999997,24.00967213114754,783.42,-0.10226472374013085,0.4239999999997508,0.10226472374013085,0.4239999999997508
2025,19,143,23.96296296296296,581.1519999999999,23.94224043715847,522.12,0.02072252580448719,59.031999999999925,0.02072252580448719,59.031999999999925
1951,19,145,23.37962962962963,840.232,23.433989071038248,840.1999999999999,-0.054359441408617926,0.03200000000003911,0.054359441408617926,0.03200000000003911
1952,19,145,26.12962962962963,599.4399999999999,26.139836065573768,599.6300000000001,-0.010206435944137837,-0.19000000000016826,0.010206435944137837,0.19000000000016826
1953,19,145,26.305555555555557,400.304,26.326939890710378,399.96,-0.021384335154820633,0.3439999999999941,0.021384335154820633,0.3439999999999941
1954,19,145,26.93518518518518,592.328,26.95092896174864,592.4499999999999,-0.015743776563461154,-0.12199999999995725,0.015743776563461154,0.12199999999995725
1955,19,145,27.824074074074076,426.97399999999993,27.866229508196724,427.0,-0.04215543412264822,-0.026000000000067303,0.04215543412264822,0.026000000000067303
1956,19,145,27.185185185185187,497.8399999999999,27.200382513661204,498.0999999999999,-0.015197328476016736,-0.2599999999999909,0.015197328476016736,0.2599999999999909
1957,19,145,25.203703703703702,577.088,25.271748633879785,577.4000000000001,-0.06804493017608237,-0.3120000000001255,0.06804493017608237,0.3120000000001255
1958,19,145,25.13888888888889,775.2079999999999,25.174043715846995,775.2799999999999,-0.0351548269581059,-0.07200000000000273,0.0351548269581059,0.07200000000000273
1959,19,145,25.40740740740741,768.8580000000001,25.44327868852459,768.97,-0.0358712811171813,-0.11199999999996635,0.0358712811171813,0.11199999999996635
1960,19,145,25.46296296296296,721.6139999999999,25.48857923497268,721.7199999999999,-0.02561627200972083,-0.10599999999999454,0.02561627200972083,0.10599999999999454
1961,19,145,24.07407407407408,754.126,24.118306010928965,753.8600000000001,-0.044231936854885134,0.265999999999849,0.044231936854885134,0.265999999999849
1962,19,145,25.93518518518518,637.0319999999999,25.98568306010929,637.0299999999999,-0.05049787492411184,0.002000000000066393,0.05049787492411184,0.002000000000066393
1963,19,145,26.185185185185187,592.328,26.219836065573773,592.17,-0.0346508803885861,0.15800000000001546,0.0346508803885861,0.15800000000001546
1964,19,145,25.96296296296296,835.914,25.991420765027325,835.79,-0.028457802064366433,0.12400000000002365,0.028457802064366433,0.12400000000002365
1965,19,145,25.15740740740741,800.608,25.21218579234973,800.7900000000001,-0.05477838494232046,-0.18200000000013006,0.05477838494232046,0.18200000000013006
1966,19,145,24.564814814814813,491.744,24.62103825136612,491.89,-0.05622343655130635,-0.14599999999995816,0.05622343655130635,0.14599999999995816
1967,19,145,24.342592592592595,601.472,24.38524590163934,601.6099999999999,-0.042653309046745136,-0.13799999999991996,0.042653309046745136,0.13799999999991996
1968,19,145,25.58333333333333,498.094,25.600765027322407,498.1,-0.017431693989077957,-0.006000000000028649,0.017431693989077957,0.006000000000028649
1969,19,145,25.37962962962963,721.106,25.42377049180328,720.88,-0.04414086217364854,0.2259999999999991,0.04414086217364854,0.2259999999999991
1970,19,145,26.37962962962963,522.224,26.420437158469944,522.4300000000001,-0.04080752884031469,-0.20600000000001728,0.04080752884031469,0.20600000000001728
1971,19,145,26.10185185185185,421.894,26.11508196721311,421.65,-0.013230115361260175,0.2440000000000282,0.013230115361260175,0.2440000000000282
1972,19,145,25.09259259259259,628.396,25.10770491803278,628.11,-0.015112325440188812,0.2859999999999445,0.015112325440188812,0.2859999999999445
1973,19,145,24.64814814814815,752.856,24.69535519125683,753.36,-0.04720704310868129,-0.5040000000000191,0.04720704310868129,0.5040000000000191
1974,19,145,25.84259259259259,434.086,25.88366120218579,434.02,-0.04106860959320002,0.06600000000003092,0.04106860959320002,0.06600000000003092
1975,19,145,25.416666666666668,560.324,25.485628415300543,560.5099999999999,-0.06896174863387472,-0.18599999999992178,0.06896174863387472,0.18599999999992178
1976,19,145,26.12962962962963,506.222,26.15934426229508,506.50000000000006,-0.02971463266544916,-0.27800000000007685,0.02971463266544916,0.27800000000007685
1977,19,145,26.925925925925927,877.316,26.95300546448087,877.71,-0.027079538554943383,-0.39400000000000546,0.027079538554943383,0.39400000000000546
1978,19,145,25.52777777777777,848.1059999999999,25.55158469945355,848.3199999999999,-0.023806921675777915,-0.21400000000005548,0.023806921675777915,0.21400000000005548
1979,19,145,25.25,548.1320000000001,25.294262295081964,548.23,-0.044262295081964,-0.09799999999995634,0.044262295081964,0.09799999999995634
1980,19,145,27.370370370370367,518.9219999999999,27.411748633879785,518.96,-0.041378263509418645,-0.0380000000001246,0.041378263509418645,0.0380000000001246
1981,19,145,26.06481481481482,654.812,26.06825136612022,654.78,-0.0034365513053984387,0.03200000000003911,0.0034365513053984387,0.03200000000003911
1982,19,145,24.01851851851852,874.0139999999999,24.05568306010929,873.8000000000001,-0.03716454159076932,0.2139999999998281,0.03716454159076932,0.2139999999998281
1983,19,145,25.777777777777786,449.326,25.817322404371584,449.41,-0.039544626593798426,-0.08400000000000318,0.039544626593798426,0.08400000000000318
1984,19,145,24.85185185185185,648.208,24.905409836065573,648.28,-0.05355798421372171,-0.07200000000000273,0.05355798421372171,0.07200000000000273
1985,19,145,25.175925925925924,566.166,25.20994535519126,566.41,-0.03401942926533508,-0.2439999999999145,0.03401942926533508,0.2439999999999145
1986,19,145,25.703703703703702,836.1679999999999,25.72612021857924,835.8799999999999,-0.02241651487553753,0.2880000000000109,0.02241651487553753,0.2880000000000109
1987,19,145,26.48148148148148,878.8399999999999,26.512404371584697,878.51,-0.03092289010321636,0.32999999999992724,0.03092289010321636,0.32999999999992724
1988,19,145,28.0,341.376,28.032841530054647,341.52000000000004,-0.03284153005464674,-0.1440000000000623,0.03284153005464674,0.1440000000000623
1989,19,145,25.472222222222214,667.0039999999999,25.505245901639345,667.04,-0.03302367941713058,-0.03600000000005821,0.03302367941713058,0.03600000000005821
1990,19,145,25.0,651.51,25.00857923497268,651.6800000000002,-0.008579234972678762,-0.17000000000018645,0.008579234972678762,0.17000000000018645
1991,19,145,26.25,553.4659999999999,26.27765027322404,553.48,-0.027650273224040234,-0.014000000000123691,0.027650273224040234,0.014000000000123691
1992,19,145,23.89814814814815,632.2059999999999,23.91918032786885,632.0699999999999,-0.02103217972070226,0.13599999999996726,0.02103217972070226,0.13599999999996726
1993,19,145,23.361111111111114,1107.186,23.41622950819672,1107.0800000000002,-0.055118397085607285,0.10599999999976717,0.055118397085607285,0.10599999999976717
1994,19,145,25.53703703703704,480.06,25.571475409836065,480.03,-0.0344383727990234,0.03000000000002956,0.0344383727990234,0.03000000000002956
1995,19,145,24.54629629629629,585.7239999999999,24.593333333333334,585.7999999999998,-0.047037037037043206,-0.07599999999990814,0.047037037037043206,0.07599999999990814
1996,19,145,23.78703703703704,724.154,23.81224043715848,724.03,-0.025203400121437625,0.12400000000002365,0.025203400121437625,0.12400000000002365
1997,19,145,24.38888888888889,548.894,24.404972677595627,549.07,-0.016083788706737323,-0.17600000000004457,0.016083788706737323,0.17600000000004457
1998,19,145,25.86111111111111,606.5519999999999,25.90540983606558,606.4800000000001,-0.04429872495446929,0.07199999999977535,0.04429872495446929,0.07199999999977535
1999,19,145,24.63888888888889,735.838,24.69377049180328,735.79,-0.05488160291439215,0.04800000000000182,0.05488160291439215,0.04800000000000182
2000,19,145,26.240740740740744,577.85,26.27579234972678,578.11,-0.03505160898603421,-0.2599999999999909,0.03505160898603421,0.2599999999999909
2001,19,145,25.611111111111114,654.558,25.64398907103825,654.42,-0.03287795992713427,0.13800000000003365,0.03287795992713427,0.13800000000003365
2002,19,145,26.43518518518518,487.68,26.45049180327869,487.7199999999999,-0.015306618093511304,-0.03999999999990678,0.015306618093511304,0.03999999999990678
2003,19,145,25.71296296296296,470.662,25.75349726775956,470.61000000000007,-0.04053430479660136,0.05199999999990723,0.04053430479660136,0.05199999999990723
2004,19,145,25.03703703703704,625.856,25.057267759562848,625.8900000000001,-0.020230722525806044,-0.0340000000001055,0.020230722525806044,0.0340000000001055
2005,19,145,26.574074074074076,571.246,26.60327868852459,571.26,-0.02920461445051359,-0.014000000000010004,0.02920461445051359,0.014000000000010004
2006,19,145,25.93518518518518,623.824,25.95704918032786,623.8,-0.021863995142680892,0.02400000000000091,0.021863995142680892,0.02400000000000091
2007,19,145,26.009259259259256,771.906,26.05163934426229,772.05,-0.04238008500303536,-0.14400000000000546,0.04238008500303536,0.14400000000000546
2008,19,145,24.55555555555556,794.258,24.59398907103825,794.6400000000001,-0.038433515482690694,-0.38200000000006185,0.038433515482690694,0.38200000000006185
2009,19,145,24.04629629629629,549.656,24.07071038251366,549.5,-0.024414086217369402,0.15599999999994907,0.024414086217369402,0.15599999999994907
2010,19,145,26.04629629629629,778.7639999999999,26.068633879781423,778.8199999999999,-0.022337583485132484,-0.05600000000004002,0.022337583485132484,0.05600000000004002
2011,19,145,25.37037037037037,699.516,25.414262295081965,699.2900000000001,-0.043891924711594754,0.2259999999998854,0.043891924711594754,0.2259999999998854
2012,19,145,27.93518518518519,517.6519999999999,27.979508196721312,517.5899999999999,-0.044323011536121726,0.06200000000001182,0.044323011536121726,0.06200000000001182
2013,19,145,24.96296296296296,581.914,24.984644808743173,581.94,-0.021681845780214815,-0.026000000000067303,0.021681845780214815,0.026000000000067303
2014,19,145,24.77777777777777,782.574,24.800491803278693,782.3999999999999,-0.022714025500921053,0.17400000000009186,0.022714025500921053,0.17400000000009186
2015,19,145,25.08333333333333,947.928,25.10486338797814,947.6,-0.021530054644809837,0.32799999999997453,0.021530054644809837,0.32799999999997453
2016,19,145,25.85185185185185,907.034,25.86382513661202,906.68,-0.011973284760170344,0.35400000000004184,0.011973284760170344,0.35400000000004184
2017,19,145,25.83333333333333,577.596,25.838743169398903,577.4000000000001,-0.005409836065574325,0.1959999999999127,0.005409836065574325,0.1959999999999127
2018,19,145,25.953703703703702,649.4780000000001,26.005191256830607,649.5200000000001,-0.05148755312690412,-0.04200000000003001,0.05148755312690412,0.04200000000003001
2019,19,145,25.490740740740744,724.9159999999999,25.506448087431696,724.98,-0.015707346690952306,-0.06400000000007822,0.015707346690952306,0.06400000000007822
2020,19,145,25.342592592592595,445.008,25.361092896174867,454.9500000000001,-0.018500303582271727,-9.942000000000121,0.018500303582271727,9.942000000000121
2021,19,145,26.120370370370367,508.762,26.141366120218574,510.4,-0.020995749848207623,-1.6379999999999768,0.020995749848207623,1.6379999999999768
2022,19,145,25.78703703703704,492.506,26.02699453551912,493.35,-0.23995749848207737,-0.8440000000000509,0.23995749848207737,0.8440000000000509
2023,19,145,26.444444444444443,446.278,26.269836065573777,394.78,0.1746083788706656,51.49800000000005,0.1746083788706656,51.49800000000005
2024,19,145,26.38888888888889,617.4739999999999,26.12661202185792,617.54,0.26227686703096964,-0.06600000000003092,0.26227686703096964,0.06600000000003092
2025,19,145,25.990740740740744,510.286,25.96349726775956,505.93,0.02724347298118346,4.3559999999999945,0.02724347298118346,4.3559999999999945
1951,19,147,20.944444444444443,766.572,21.00617486338798,766.24,-0.06173041894353659,0.33199999999999363,0.06173041894353659,0.33199999999999363
1952,19,147,23.898148148148152,501.396,23.918032786885245,501.50000000000006,-0.019884638737092786,-0.10400000000004184,0.019884638737092786,0.10400000000004184
1953,19,147,23.23148148148148,532.384,23.26950819672131,532.28,-0.038026715239830366,0.10400000000004184,0.038026715239830366,0.10400000000004184
1954,19,147,23.38888888888889,680.2119999999999,23.41,680.32,-0.02111111111111086,-0.10800000000017462,0.02111111111111086,0.10800000000017462
1955,19,147,26.462962962962965,374.904,26.511639344262285,374.81,-0.048676381299319615,0.09399999999999409,0.048676381299319615,0.09399999999999409
1956,19,147,24.36111111111111,412.496,24.380437158469935,412.2999999999999,-0.019326047358823928,0.19600000000008322,0.019326047358823928,0.19600000000008322
1957,19,147,23.611111111111114,466.09,23.65311475409836,465.91,-0.04200364298724679,0.17999999999994998,0.04200364298724679,0.17999999999994998
